id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1837,15583595.0,Chuang,590.0,France,Male,38.0,5.0,0.0,1.0,1.0,0.0,49653.37,1.0
1838,15767794.0,Nucci,719.0,France,Male,71.0,5.0,100249.41,1.0,0.0,1.0,108008.05,0.0
1839,15720508.0,Aitken,693.0,France,Male,28.0,5.0,0.0,2.0,1.0,1.0,70774.97,0.0
1840,15753549.0,Mancini,730.0,Spain,Male,38.0,2.0,0.0,2.0,1.0,1.0,114442.66,0.0
1841,15669922.0,Trentino,639.0,Germany,Female,29.0,5.0,143321.97,2.0,1.0,1.0,66977.68,0.0
1842,15668818.0,Cattaneo,641.0,France,Male,45.0,2.0,0.0,2.0,1.0,1.0,57976.85,0.0
1843,15592751.0,Yuriev,741.0,Germany,Female,36.0,4.0,141462.13,2.0,1.0,0.0,26229.24,0.0
1844,15757821.0,Uvarov,700.0,France,Male,41.0,7.0,0.0,2.0,1.0,0.0,112973.23,0.0
1845,15761158.0,Chinwemma,545.0,Germany,Male,51.0,1.0,117594.38,1.0,0.0,1.0,167749.54,0.0
1846,15769254.0,Li Fonti,624.0,France,Female,24.0,5.0,0.0,2.0,1.0,0.0,154775.7,0.0
1847,15761717.0,H?,564.0,France,Male,38.0,2.0,0.0,2.0,0.0,0.0,176450.19,0.0
1848,15778861.0,Tuan,550.0,France,Male,38.0,4.0,128760.32,1.0,0.0,0.0,71139.31,0.0
1849,15735688.0,Obiajulu,632.0,Spain,Male,40.0,8.0,0.0,1.0,1.0,0.0,187900.12,0.0
1850,15772601.0,Lai,605.0,Spain,Female,63.0,5.0,118888.35,1.0,1.0,1.0,172501.38,1.0
1851,15698716.0,Nkemjika,678.0,France,Male,40.0,8.0,0.0,2.0,1.0,0.0,65765.22,0.0
1852,15682268.0,Ch'eng,815.0,Germany,Female,37.0,3.0,111071.36,1.0,1.0,0.0,131647.31,0.0
1853,15751455.0,Toscani,635.0,France,Male,43.0,10.0,0.0,1.0,1.0,0.0,132861.9,1.0
1854,15583576.0,Onochie,699.0,France,Female,55.0,9.0,0.0,2.0,1.0,0.0,176743.51,0.0
1855,15805312.0,Ritchie,543.0,Spain,Female,57.0,1.0,0.0,2.0,0.0,1.0,90927.48,0.0
1856,15620756.0,Pagnotto,656.0,France,Female,40.0,6.0,141796.43,1.0,1.0,0.0,88391.97,1.0
1857,15757577.0,Chibugo,619.0,France,Female,38.0,4.0,130931.83,1.0,1.0,0.0,86701.4,0.0
1858,15666884.0,Ritchie,718.0,Spain,Male,30.0,6.0,0.0,1.0,1.0,1.0,121299.14,0.0
1859,15766288.0,Onwumelu,632.0,Germany,Male,28.0,5.0,123601.56,1.0,1.0,1.0,142839.43,0.0
1860,15708713.0,Chikere,726.0,Spain,Female,43.0,3.0,124616.23,1.0,1.0,1.0,118490.8,1.0
1861,15769254.0,Onyekaozulu,648.0,France,Male,37.0,7.0,142705.95,1.0,1.0,1.0,131804.86,0.0
1862,15793331.0,Nweke,744.0,France,Male,41.0,5.0,0.0,2.0,1.0,1.0,149970.59,0.0
1863,15598894.0,Hsiung,665.0,France,Female,36.0,7.0,0.0,2.0,1.0,0.0,141035.65,0.0
1864,15583090.0,Ch'ien,633.0,France,Female,47.0,6.0,0.0,3.0,1.0,0.0,87834.24,1.0
1865,15593782.0,Efremov,537.0,France,Female,39.0,6.0,0.0,2.0,1.0,1.0,27454.44,0.0
1866,15692226.0,Genovese,850.0,France,Male,36.0,3.0,0.0,1.0,1.0,0.0,121409.06,1.0
1867,15774936.0,Yobachi,666.0,France,Male,37.0,8.0,0.0,2.0,1.0,0.0,78650.95,0.0
1868,15695034.0,Hsueh,682.0,France,Female,38.0,6.0,0.0,2.0,0.0,0.0,86079.67,0.0
1869,15722083.0,Tsao,711.0,France,Female,35.0,9.0,0.0,2.0,0.0,1.0,56795.78,0.0
1870,15761298.0,Eluemuno,687.0,Spain,Male,34.0,9.0,0.0,2.0,0.0,0.0,83611.45,0.0
1871,15789548.0,Chiang,750.0,France,Male,33.0,9.0,0.0,2.0,0.0,1.0,166694.93,0.0
1872,15651369.0,Ts'ai,542.0,France,Female,34.0,8.0,0.0,2.0,1.0,0.0,46422.36,0.0
1873,15775307.0,Trevisani,633.0,Germany,Female,32.0,9.0,121411.9,1.0,0.0,0.0,47799.15,0.0
1874,15632848.0,Ch'eng,591.0,France,Male,31.0,9.0,0.0,2.0,1.0,0.0,186775.25,0.0
1875,15617348.0,Maclean,744.0,France,Male,23.0,2.0,99824.45,1.0,1.0,1.0,142911.99,0.0
1876,15793046.0,Onyeorulu,597.0,Germany,Female,28.0,7.0,97740.08,2.0,1.0,0.0,74898.8,0.0
1877,15609977.0,Pinto,686.0,Germany,Male,29.0,1.0,153537.57,1.0,0.0,1.0,54726.43,0.0
1878,15641158.0,Iqbal,677.0,France,Male,41.0,1.0,152341.55,1.0,0.0,0.0,59864.56,0.0
1879,15683714.0,Trevisano,587.0,France,Male,59.0,8.0,0.0,2.0,1.0,1.0,180800.42,0.0
1880,15571666.0,Fanucci,535.0,Germany,Male,51.0,9.0,133550.21,2.0,1.0,1.0,97794.71,0.0
1881,15617401.0,Chiang,703.0,France,Male,26.0,4.0,96951.21,1.0,1.0,0.0,134417.41,0.0
1882,15782360.0,Piazza,712.0,Germany,Male,41.0,2.0,119152.1,2.0,1.0,1.0,173899.42,0.0
1883,15776947.0,Ndubuagha,718.0,France,Male,23.0,8.0,0.0,2.0,1.0,0.0,89048.46,0.0
1884,15628272.0,Obiajulu,681.0,Spain,Female,36.0,2.0,0.0,2.0,1.0,1.0,140937.91,0.0
1885,15722083.0,Ibezimako,498.0,France,Male,32.0,5.0,0.0,1.0,1.0,0.0,89891.6,0.0
1886,15744983.0,Nwagugheuzo,592.0,Spain,Female,38.0,5.0,0.0,2.0,1.0,0.0,104889.3,1.0
1887,15706036.0,Okeke,549.0,Germany,Female,37.0,4.0,122314.39,1.0,1.0,1.0,78854.57,0.0
1888,15754577.0,Y?,569.0,France,Male,42.0,2.0,0.0,2.0,1.0,0.0,119327.75,0.0
1889,15667085.0,Okechukwu,596.0,France,Female,46.0,3.0,106328.08,1.0,1.0,1.0,61446.92,0.0
1890,15705899.0,Pirozzi,678.0,Germany,Male,41.0,9.0,121172.97,1.0,1.0,1.0,157891.86,0.0
1891,15635078.0,Chibugo,716.0,Spain,Female,41.0,6.0,0.0,2.0,0.0,0.0,4791.4,0.0
1892,15584899.0,Ting,670.0,France,Male,43.0,8.0,0.0,2.0,0.0,1.0,180890.4,0.0
1893,15806049.0,Onyeorulu,585.0,France,Male,51.0,1.0,0.0,2.0,1.0,1.0,76640.29,0.0
1894,15641585.0,Chiekwugo,525.0,France,Female,32.0,2.0,0.0,1.0,1.0,0.0,158545.25,1.0
1895,15586976.0,McGregor,642.0,Germany,Female,43.0,6.0,121874.89,1.0,1.0,1.0,145562.4,1.0
1896,15644572.0,Chidi,686.0,Germany,Female,23.0,10.0,123870.07,1.0,1.0,0.0,51548.14,0.0
1897,15651352.0,Pugh,707.0,France,Male,50.0,0.0,0.0,1.0,0.0,0.0,170195.4,1.0
1898,15732643.0,McIntyre,616.0,France,Female,55.0,7.0,0.0,1.0,1.0,1.0,48986.18,1.0
1899,15644765.0,Nnachetam,733.0,Germany,Male,47.0,9.0,102338.19,2.0,1.0,1.0,47972.65,0.0
1900,15566594.0,Calabresi,637.0,France,Male,33.0,9.0,0.0,2.0,1.0,0.0,185599.12,0.0
1901,15743076.0,Chien,656.0,France,Female,28.0,3.0,0.0,2.0,1.0,0.0,131852.01,0.0
1902,15610105.0,Smith,733.0,France,Female,33.0,8.0,0.0,1.0,0.0,1.0,51424.29,0.0
1903,15775238.0,Ch'en,667.0,Spain,Female,25.0,2.0,0.0,2.0,1.0,0.0,141533.19,0.0
1904,15729110.0,Shih,713.0,France,Male,37.0,8.0,0.0,1.0,1.0,1.0,160162.39,0.0
1905,15723063.0,Milani,632.0,France,Male,34.0,1.0,0.0,2.0,0.0,0.0,121151.46,0.0
1906,15630641.0,Yobachi,564.0,France,Male,49.0,6.0,0.0,1.0,0.0,0.0,177738.98,1.0
1907,15733581.0,Manna,579.0,France,Male,28.0,6.0,0.0,2.0,1.0,1.0,160129.99,0.0
1908,15662063.0,T'ien,731.0,France,Female,44.0,3.0,0.0,2.0,1.0,0.0,166682.57,0.0
1909,15732628.0,Iadanza,700.0,France,Male,43.0,0.0,0.0,1.0,0.0,1.0,163666.85,1.0
1910,15594576.0,Ch'en,656.0,Spain,Male,70.0,4.0,175575.95,1.0,1.0,0.0,75848.36,1.0
1911,15657779.0,Walker,645.0,France,Male,33.0,5.0,0.0,2.0,0.0,0.0,145796.49,0.0
1912,15758769.0,Chidubem,732.0,Germany,Male,56.0,5.0,132876.55,1.0,1.0,0.0,94450.97,1.0
1913,15704844.0,Chukwudi,592.0,France,Male,28.0,0.0,0.0,2.0,1.0,0.0,161069.73,0.0
1914,15745307.0,K'ung,674.0,Spain,Female,31.0,3.0,0.0,2.0,1.0,1.0,82820.85,0.0
1915,15574072.0,Okwuoma,607.0,Germany,Male,40.0,9.0,135637.0,4.0,1.0,0.0,160162.24,1.0
1916,15655360.0,T'ang,678.0,France,Female,32.0,9.0,0.0,2.0,0.0,1.0,76510.46,0.0
1917,15792650.0,Chiemenam,634.0,France,Female,29.0,10.0,0.0,2.0,1.0,1.0,106040.97,0.0
1918,15589948.0,Chukwudi,663.0,France,Female,50.0,6.0,0.0,1.0,1.0,0.0,114869.55,1.0
1919,15671609.0,Martin,635.0,France,Female,52.0,3.0,0.0,1.0,0.0,0.0,164966.21,1.0
1920,15584545.0,T'ien,762.0,Germany,Male,34.0,3.0,160541.0,1.0,1.0,1.0,82662.73,0.0
1921,15701291.0,Kao,708.0,Spain,Female,32.0,2.0,0.0,2.0,1.0,0.0,100615.14,0.0
1922,15661936.0,O'Brien,605.0,France,Male,32.0,10.0,0.0,2.0,1.0,0.0,53581.18,0.0
1923,15694300.0,Iloerika,581.0,France,Male,24.0,9.0,0.0,2.0,1.0,1.0,92915.84,0.0
1924,15679770.0,Iadanza,633.0,Spain,Male,28.0,8.0,0.0,2.0,1.0,0.0,116748.14,0.0
1925,15659175.0,Genovese,841.0,France,Male,28.0,4.0,0.0,2.0,0.0,0.0,176750.81,0.0
1926,15704950.0,Ch'ien,676.0,France,Female,43.0,2.0,0.0,1.0,0.0,0.0,158420.14,1.0
1927,15594917.0,Smith,841.0,France,Male,35.0,4.0,0.0,1.0,1.0,0.0,83629.6,0.0
1928,15746341.0,Yefimova,744.0,France,Female,41.0,6.0,0.0,2.0,1.0,1.0,88890.05,0.0
1929,15709928.0,Trevisano,683.0,Germany,Male,40.0,4.0,83600.24,2.0,1.0,0.0,189414.74,0.0
1930,15783555.0,Ekechukwu,599.0,France,Male,36.0,6.0,94263.54,1.0,1.0,1.0,162697.93,0.0
1931,15626882.0,Chiazagomekpele,681.0,France,Male,32.0,7.0,0.0,2.0,1.0,1.0,178709.98,0.0
1932,15642710.0,Lettiere,697.0,Germany,Female,42.0,8.0,140931.57,2.0,1.0,0.0,187616.17,0.0
1933,15632002.0,Chijindum,724.0,Germany,Male,42.0,1.0,87541.06,2.0,1.0,1.0,147797.54,0.0
1934,15636444.0,Ch'ang,704.0,France,Female,47.0,7.0,0.0,2.0,1.0,0.0,132973.21,1.0
1935,15674526.0,P'an,581.0,France,Male,50.0,5.0,0.0,1.0,0.0,1.0,177065.24,0.0
1936,15769586.0,Narelle,592.0,Spain,Male,41.0,7.0,0.0,2.0,0.0,0.0,171681.86,0.0
1937,15806957.0,Kao,633.0,Spain,Male,39.0,5.0,155059.1,1.0,1.0,1.0,598.8,1.0
1938,15753831.0,P'eng,850.0,France,Male,46.0,1.0,0.0,1.0,0.0,0.0,25950.49,1.0
1939,15775892.0,Molineux,763.0,Spain,Female,21.0,6.0,120165.5,2.0,1.0,1.0,107876.2,0.0
1940,15718507.0,Uspenskaya,648.0,France,Female,32.0,1.0,0.0,1.0,1.0,0.0,10963.04,1.0
1941,15670266.0,Hsia,591.0,Germany,Female,48.0,3.0,130131.08,2.0,1.0,1.0,179883.04,0.0
1942,15696812.0,Nwebube,771.0,France,Female,35.0,7.0,0.0,1.0,1.0,0.0,103379.31,0.0
1943,15686436.0,Iadanza,675.0,France,Male,28.0,1.0,0.0,2.0,1.0,1.0,153342.38,0.0
1944,15756625.0,McGregor,705.0,France,Female,51.0,4.0,0.0,1.0,1.0,1.0,142903.44,1.0
1945,15641585.0,Uwakwe,622.0,France,Male,22.0,3.0,0.0,1.0,1.0,0.0,163989.66,0.0
1946,15596962.0,Tu,683.0,France,Male,31.0,3.0,0.0,2.0,1.0,1.0,44904.26,0.0
1947,15622454.0,Tien,605.0,France,Female,34.0,4.0,84903.33,1.0,0.0,1.0,9238.35,0.0
1948,15635034.0,Ts'ui,756.0,France,Female,29.0,3.0,0.0,2.0,1.0,0.0,166468.21,0.0
1949,15757310.0,Lettiere,554.0,France,Female,56.0,3.0,0.0,1.0,1.0,1.0,147554.26,1.0
1950,15744279.0,Trevisani,711.0,France,Male,34.0,3.0,125979.64,1.0,1.0,0.0,131283.6,0.0
1951,15645956.0,Nwabugwu,614.0,France,Male,25.0,5.0,0.0,2.0,0.0,0.0,52796.31,0.0
1952,15803378.0,Pisano,679.0,Germany,Male,43.0,1.0,123616.43,1.0,0.0,0.0,199293.01,1.0
1953,15766185.0,Onwuamaeze,646.0,France,Female,40.0,7.0,0.0,1.0,1.0,1.0,80587.27,0.0
1954,15625905.0,Onyemauchechukwu,638.0,France,Female,51.0,1.0,0.0,1.0,0.0,1.0,97784.71,1.0
1955,15791172.0,Hsing,712.0,France,Male,38.0,3.0,0.0,2.0,0.0,1.0,186884.04,0.0
1956,15662533.0,Chukwualuka,586.0,Spain,Female,37.0,8.0,0.0,2.0,1.0,0.0,47832.82,0.0
1957,15691808.0,T'ien,705.0,France,Female,38.0,6.0,87772.52,1.0,1.0,0.0,122221.14,0.0
1958,15753362.0,Hodge,652.0,France,Female,40.0,6.0,0.0,2.0,1.0,0.0,126726.33,0.0
1959,15702464.0,H?,624.0,Germany,Female,45.0,8.0,114888.74,1.0,0.0,0.0,75585.48,1.0
1960,15694890.0,Udegbulam,585.0,Spain,Female,32.0,1.0,98014.74,1.0,1.0,1.0,125762.95,0.0
1961,15751208.0,Ch'iu,654.0,Spain,Male,36.0,4.0,0.0,2.0,1.0,0.0,133535.29,0.0
1962,15604782.0,Chiemezie,614.0,France,Male,54.0,5.0,0.0,1.0,1.0,0.0,180326.83,0.0
1963,15585047.0,Lo Duca,629.0,Spain,Female,27.0,9.0,0.0,2.0,1.0,1.0,128882.66,0.0
1964,15672237.0,Milani,608.0,Spain,Male,29.0,0.0,0.0,2.0,1.0,1.0,61538.43,0.0
1965,15761043.0,Ch'iu,636.0,France,Male,27.0,9.0,0.0,1.0,0.0,0.0,75888.65,0.0
1966,15594864.0,Obiajulu,653.0,Germany,Female,43.0,2.0,121151.05,1.0,1.0,0.0,178361.48,1.0
1967,15595588.0,Calabresi,695.0,France,Female,39.0,4.0,0.0,2.0,1.0,0.0,52887.01,0.0
1968,15743817.0,Chukwumaobim,651.0,France,Male,33.0,2.0,0.0,2.0,1.0,1.0,109291.39,0.0
1969,15781409.0,Nnachetam,733.0,France,Female,59.0,6.0,0.0,1.0,1.0,0.0,169935.46,1.0
1970,15620507.0,Ejimofor,554.0,France,Male,29.0,1.0,0.0,2.0,1.0,1.0,152992.04,0.0
1971,15628145.0,Gough,681.0,France,Male,43.0,10.0,0.0,2.0,1.0,1.0,132976.88,0.0
1972,15730150.0,Walker,709.0,France,Male,32.0,2.0,0.0,2.0,1.0,1.0,154775.7,0.0
1973,15572361.0,Hsueh,687.0,France,Female,37.0,0.0,116326.07,1.0,1.0,1.0,169286.74,1.0
1974,15682868.0,Ijendu,667.0,Spain,Male,32.0,3.0,0.0,2.0,0.0,1.0,152843.53,0.0
1975,15742809.0,Ch'iu,709.0,Spain,Male,36.0,3.0,174894.53,1.0,0.0,1.0,123499.18,0.0
1976,15805764.0,Ch'eng,555.0,France,Male,41.0,7.0,113657.83,1.0,0.0,0.0,165675.01,0.0
1977,15641170.0,Chidiegwu,608.0,France,Male,36.0,3.0,0.0,2.0,0.0,1.0,145562.4,0.0
1978,15587587.0,Uspenskaya,686.0,France,Male,35.0,7.0,0.0,2.0,1.0,1.0,151167.94,0.0
1979,15656522.0,Fomin,667.0,Germany,Male,31.0,9.0,113311.11,2.0,1.0,1.0,175022.69,0.0
1980,15773776.0,K'ung,627.0,France,Male,33.0,3.0,0.0,2.0,0.0,1.0,79377.45,0.0
1981,15790744.0,Milne,709.0,Spain,Female,27.0,1.0,0.0,2.0,1.0,1.0,123977.86,0.0
1982,15681410.0,P'eng,739.0,Spain,Female,33.0,0.0,0.0,1.0,1.0,1.0,168895.06,0.0
1983,15573851.0,Okwuadigbo,619.0,France,Male,40.0,8.0,0.0,2.0,1.0,1.0,186489.95,0.0
1984,15602351.0,Nkemakolam,638.0,France,Male,47.0,5.0,0.0,1.0,1.0,1.0,102085.28,0.0
1985,15702669.0,Nnachetam,575.0,France,Male,58.0,9.0,0.0,1.0,0.0,0.0,93716.38,1.0
1986,15701206.0,Kao,539.0,Germany,Female,58.0,2.0,136422.41,1.0,1.0,0.0,162719.69,1.0
1987,15650288.0,Nwankwo,718.0,France,Female,28.0,1.0,0.0,1.0,0.0,0.0,103557.85,1.0
1988,15649418.0,Folliero,724.0,France,Male,39.0,7.0,0.0,1.0,1.0,0.0,44904.26,0.0
1989,15807900.0,Ch'iu,667.0,France,Male,39.0,10.0,0.0,2.0,1.0,0.0,76611.33,0.0
1990,15765806.0,Pirozzi,708.0,Germany,Female,32.0,7.0,123783.25,1.0,0.0,1.0,71178.09,0.0
1991,15619083.0,White,543.0,France,Male,34.0,4.0,0.0,2.0,1.0,0.0,127569.8,0.0
1992,15658813.0,Onwughara,682.0,France,Male,45.0,2.0,0.0,2.0,1.0,0.0,64521.04,0.0
1993,15682928.0,Chukwukere,651.0,Germany,Female,48.0,0.0,105599.67,1.0,1.0,0.0,138394.37,1.0
1994,15588944.0,Ch'ang,757.0,Germany,Female,43.0,5.0,102741.15,1.0,1.0,0.0,177099.71,1.0
1995,15655238.0,McLean,642.0,France,Female,43.0,1.0,0.0,1.0,1.0,1.0,187826.11,1.0
1996,15749300.0,Chukwujamuike,667.0,Germany,Male,35.0,4.0,113193.51,1.0,1.0,0.0,141075.51,0.0
1997,15606097.0,Houghton,682.0,Spain,Male,36.0,4.0,85982.07,2.0,1.0,1.0,110253.2,0.0
1998,15589969.0,Ch'ien,548.0,France,Female,30.0,8.0,126817.65,1.0,1.0,1.0,79919.13,0.0
1999,15665760.0,Pinto,642.0,France,Female,41.0,8.0,0.0,1.0,1.0,1.0,121408.56,0.0
2000,15696834.0,Trevisani,582.0,Germany,Female,38.0,3.0,144432.04,2.0,1.0,1.0,126812.63,0.0
2001,15696834.0,Chukwudi,670.0,France,Female,31.0,4.0,91938.31,1.0,1.0,1.0,47799.65,0.0
2002,15660101.0,Walker,614.0,Germany,Male,26.0,7.0,80542.81,1.0,1.0,0.0,101311.95,0.0
2003,15752884.0,Nnachetam,651.0,Spain,Female,37.0,5.0,0.0,1.0,1.0,0.0,47322.05,0.0
2004,15628007.0,K'ung,659.0,France,Female,35.0,1.0,0.0,1.0,0.0,0.0,88689.4,0.0
2005,15785798.0,Cattaneo,611.0,Spain,Male,36.0,0.0,0.0,2.0,0.0,1.0,48228.1,0.0
2006,15649618.0,Ku,635.0,Germany,Female,54.0,9.0,129944.39,1.0,0.0,0.0,186489.14,1.0
2007,15635116.0,Shao,579.0,Spain,Female,26.0,10.0,97001.36,2.0,1.0,0.0,109614.57,0.0
2008,15704581.0,Tretiakova,679.0,Spain,Male,36.0,8.0,0.0,2.0,1.0,0.0,84760.32,0.0
2009,15704795.0,Onyeorulu,648.0,Germany,Female,45.0,3.0,114631.23,1.0,1.0,0.0,158974.67,1.0
2010,15781326.0,Tseng,584.0,France,Male,39.0,5.0,0.0,1.0,1.0,0.0,85746.52,1.0
2011,15789941.0,Brown,706.0,France,Male,44.0,5.0,121531.55,1.0,1.0,0.0,131736.23,0.0
2012,15662063.0,Onwuamaeze,850.0,France,Female,41.0,2.0,0.0,2.0,1.0,1.0,93629.66,0.0
2013,15644962.0,Manna,756.0,Spain,Male,33.0,4.0,0.0,2.0,1.0,0.0,138344.7,0.0
2014,15574858.0,Liao,642.0,Spain,Female,64.0,4.0,0.0,1.0,1.0,0.0,172576.43,1.0
2015,15614782.0,Chukwuemeka,681.0,France,Female,34.0,2.0,0.0,2.0,1.0,1.0,167773.55,0.0
2016,15649024.0,Maclean,628.0,Germany,Male,42.0,3.0,106938.11,1.0,1.0,0.0,142995.32,1.0
2017,15588535.0,Y?an,648.0,France,Male,33.0,2.0,0.0,1.0,1.0,0.0,104240.77,1.0
2018,15689328.0,Iheatu,557.0,France,Male,38.0,9.0,0.0,2.0,1.0,0.0,132770.11,0.0
2019,15605835.0,Chidubem,718.0,France,Male,32.0,7.0,166082.18,1.0,1.0,1.0,172372.63,0.0
2020,15813303.0,Genovesi,686.0,Spain,Male,37.0,9.0,0.0,2.0,0.0,1.0,158054.49,0.0
2021,15595883.0,Chinonyelum,589.0,France,Female,35.0,5.0,0.0,2.0,0.0,0.0,143357.02,0.0
2022,15772798.0,Chuang,651.0,Spain,Female,33.0,4.0,0.0,2.0,1.0,1.0,124571.09,0.0
2023,15778192.0,Zetticci,633.0,France,Male,23.0,9.0,0.0,1.0,1.0,0.0,73322.0,0.0
2024,15686917.0,Macleod,613.0,France,Male,33.0,5.0,0.0,1.0,0.0,0.0,138526.96,1.0
2025,15665088.0,P'an,488.0,Spain,Male,35.0,1.0,133616.39,1.0,0.0,1.0,90189.72,0.0
2026,15583029.0,Chukwujamuike,629.0,Spain,Female,32.0,9.0,0.0,2.0,1.0,0.0,29176.04,0.0
2027,15628292.0,O'Callaghan,643.0,Germany,Male,28.0,7.0,98862.54,2.0,1.0,0.0,126861.5,0.0
2028,15709861.0,Genovese,648.0,Spain,Male,46.0,6.0,0.0,2.0,1.0,1.0,64421.02,0.0
2029,15761487.0,Chiang,581.0,Germany,Female,45.0,1.0,118027.79,1.0,1.0,0.0,113581.85,1.0
2030,15674811.0,Chin,584.0,France,Female,31.0,4.0,0.0,2.0,1.0,0.0,171463.83,0.0
2031,15672977.0,Chukwujamuike,579.0,France,Female,30.0,9.0,0.0,2.0,0.0,0.0,142438.13,0.0
2032,15620443.0,Chiu,641.0,France,Male,36.0,9.0,0.0,2.0,1.0,0.0,181208.47,0.0
2033,15789924.0,Nwachukwu,590.0,Spain,Female,40.0,4.0,101231.77,1.0,1.0,1.0,61312.15,0.0
2034,15729771.0,Ritchie,716.0,France,Female,32.0,6.0,137843.8,1.0,1.0,1.0,162599.51,0.0
2035,15756475.0,Mironova,599.0,Germany,Female,34.0,5.0,146466.26,2.0,0.0,1.0,116613.26,0.0
2036,15642725.0,Ch'ang,591.0,Germany,Male,34.0,6.0,160858.13,2.0,0.0,1.0,74838.64,1.0
2037,15765257.0,Nebechukwu,597.0,France,Female,46.0,9.0,0.0,1.0,0.0,0.0,113048.79,1.0
2038,15749583.0,Okwudiliolisa,611.0,Germany,Male,48.0,10.0,132271.12,1.0,0.0,1.0,97767.38,1.0
2039,15789611.0,Nwora,592.0,France,Female,45.0,4.0,0.0,3.0,1.0,0.0,114093.73,1.0
2040,15673868.0,Ibezimako,686.0,France,Female,39.0,4.0,140614.15,1.0,1.0,0.0,125953.83,0.0
2041,15732704.0,Chin,591.0,France,Male,36.0,2.0,0.0,2.0,1.0,0.0,132498.39,0.0
2042,15762048.0,Milanesi,638.0,France,Female,33.0,1.0,0.0,1.0,1.0,1.0,157944.64,0.0
2043,15664543.0,Hs?,644.0,Germany,Male,33.0,5.0,96463.84,2.0,0.0,1.0,182650.15,0.0
2044,15806438.0,Chukwumaobim,678.0,Spain,Female,44.0,8.0,0.0,2.0,0.0,0.0,151581.79,1.0
2045,15800736.0,Genovesi,850.0,France,Male,43.0,2.0,0.0,2.0,1.0,0.0,131718.12,0.0
2046,15732621.0,Yobachukwu,605.0,France,Female,38.0,4.0,86569.76,1.0,1.0,1.0,171096.2,0.0
2047,15746191.0,Kisch,828.0,France,Male,35.0,8.0,0.0,2.0,1.0,1.0,121846.81,0.0
2048,15771442.0,Rishel,703.0,France,Female,34.0,5.0,0.0,2.0,1.0,0.0,176750.81,0.0
2049,15631681.0,Riggs,714.0,France,Female,36.0,3.0,0.0,1.0,1.0,1.0,73881.68,0.0
2050,15592977.0,Tsai,559.0,Spain,Female,37.0,7.0,118894.01,1.0,1.0,0.0,143463.28,0.0
2051,15612187.0,Chien,634.0,Germany,Female,47.0,0.0,145510.07,2.0,1.0,0.0,103934.22,0.0
2052,15701265.0,Chiemela,705.0,Germany,Female,41.0,1.0,124099.13,1.0,1.0,0.0,123982.14,1.0
2053,15693737.0,Ch'ien,558.0,Germany,Female,47.0,6.0,131765.72,1.0,1.0,0.0,90877.76,1.0
2054,15803378.0,Pisani,830.0,France,Male,37.0,4.0,0.0,2.0,0.0,1.0,177747.03,0.0
2055,15771054.0,Nkemdirim,559.0,Spain,Female,30.0,9.0,0.0,2.0,1.0,1.0,36376.97,0.0
2056,15745088.0,Yermakov,581.0,France,Female,30.0,0.0,0.0,2.0,0.0,0.0,73322.0,0.0
2057,15631868.0,Obidimkpa,705.0,France,Male,21.0,5.0,152509.25,1.0,1.0,1.0,62222.81,0.0
2058,15711015.0,Manna,803.0,France,Female,35.0,8.0,0.0,1.0,1.0,0.0,102763.69,1.0
2059,15673747.0,Rizzo,653.0,France,Male,41.0,7.0,144606.22,1.0,0.0,0.0,161574.19,0.0
2060,15604792.0,Udinese,741.0,Germany,Female,52.0,1.0,81811.71,1.0,1.0,1.0,74846.67,1.0
2061,15625141.0,Tretiakova,698.0,Germany,Male,32.0,2.0,96422.22,1.0,1.0,1.0,36275.94,0.0
2062,15651310.0,Genovese,746.0,France,Male,46.0,1.0,0.0,2.0,1.0,1.0,115676.61,0.0
2063,15602909.0,Ozioma,707.0,Spain,Female,42.0,2.0,0.0,1.0,1.0,0.0,82351.06,1.0
2064,15742824.0,Chinweike,735.0,Spain,Female,32.0,1.0,137936.94,1.0,0.0,0.0,54448.41,0.0
2065,15726484.0,Chikelu,614.0,France,Male,38.0,7.0,0.0,2.0,1.0,1.0,57764.65,0.0
2066,15671291.0,Ch'in,531.0,France,Male,28.0,7.0,0.0,2.0,1.0,1.0,91943.94,0.0
2067,15581552.0,Ch'en,741.0,France,Male,50.0,2.0,0.0,2.0,1.0,1.0,96792.16,0.0
2068,15688074.0,Folliero,696.0,Germany,Female,40.0,2.0,137936.94,1.0,1.0,0.0,159840.51,0.0
2069,15805764.0,Toscani,646.0,Germany,Female,44.0,7.0,117052.82,1.0,1.0,0.0,125939.22,1.0
2070,15670889.0,Chiang,663.0,France,Male,36.0,8.0,0.0,2.0,0.0,1.0,158036.72,0.0
2071,15740404.0,Yobachi,749.0,France,Male,47.0,7.0,138166.3,1.0,1.0,0.0,61230.83,1.0
2072,15712483.0,Chiekwugo,677.0,Germany,Female,41.0,0.0,111213.64,1.0,1.0,1.0,131281.28,0.0
2073,15584518.0,Chu,629.0,Spain,Female,38.0,6.0,0.0,2.0,1.0,0.0,167784.28,0.0
2074,15761717.0,Chia,683.0,Spain,Female,36.0,2.0,0.0,2.0,1.0,1.0,176725.19,0.0
2075,15789865.0,Chinedum,668.0,France,Male,44.0,9.0,123863.63,1.0,1.0,0.0,77500.81,1.0
